dy,S,mu
1.2,1,1.1283
1.1,1,1.1283
1.1,1,1.1283
1.1,1,1.1283
0.23028406980772376,1,1.1283
2.0545521677766856,1,1.1283
0.2594923224389898,1,1.1283
0.4150031774971512,1,1.1283
-0.1806188571289985,1,1.1283
0.1680680688393994,1,1.1283
1.6738528172632534,1,1.1283
2.4245093234943167,1,1.1283
2.2463190648600526,1,1.1283
3.030697246029252,1,1.1283
1.423311922302338,1,1.1283
1.9847404906085229,1,1.1283
-0.029137676307537053,1,1.1283
0.04928189258471516,1,1.1283
0.046475165531258744,1,1.1283
0.9567918801594004,1,1.1283
1.5980423482861699,1,1.1283
0.7118675811075486,1,1.1283
0.2929388392965646,0,-0.2132
-0.5717301863603458,0,-0.2132
-0.956287675568644,0,-0.2132
0.7198108766513516,0,-0.2132
-0.8845714387602007,0,-0.2132
0.9995028256106249,0,-0.2132
-0.1777773176335836,0,-0.2132
-1.6249873253615923,0,-0.2132
0.7322820573468641,1,1.1283
1.547109014565837,1,1.1283
1.6330927789566083,1,1.1283
-0.015315242783644267,1,1.1283
0.3293078020186516,1,1.1283
0.19218749495873733,1,1.1283
1.4590520750176543,1,1.1283
1.1315438843923482,1,1.1283
1.3320805848664525,1,1.1283
1.5840197165977445,1,1.1283
1.2296785244267412,1,1.1283
0.959939261790538,1,1.1283
1.4079115780223646,1,1.1283
0.9253762229187829,1,1.1283
0.5576114549269678,1,1.1283
0.5734722312633366,1,1.1283
1.333245872942411,1,1.1283
-1.1490561435991524,0,-0.2132
0.027553309937768666,0,-0.2132
1.6969493678510985,1,1.1283
1.1574285425403672,1,1.1283
2.1148286050590444,1,1.1283
-1.1626816772545983,0,-0.2132
0.2879019475958324,0,-0.2132
-0.4463457624876962,0,-0.2132
-0.7209729473732104,0,-0.2132
-1.1482679653188392,0,-0.2132
-0.432718440352123,0,-0.2132
0.6045065549004429,0,-0.2132
0.34041026777584826,0,-0.2132
0.17426089107601456,0,-0.2132
-1.7674457374250319,0,-0.2132
0.04672361402901304,0,-0.2132
0.3621405094174056,1,1.1283
1.6059857973525842,1,1.1283
1.977767413214837,1,1.1283
1.588200137158962,1,1.1283
1.6114188818877757,1,1.1283
1.3628680620355045,1,1.1283
1.323963360067771,1,1.1283
1.3896453706257987,1,1.1283
0.32592423071859544,1,1.1283
1.819280391616012,1,1.1283
2.6809942670681166,1,1.1283
0.5587248755122022,1,1.1283
-1.5477324177361267,0,-0.2132
-0.1439953711500872,0,-0.2132
0.03596240505507256,0,-0.2132
-0.8778115334172024,0,-0.2132
0.07614480264947077,0,-0.2132
-0.10074796542594253,0,-0.2132
1.1006161687468599,0,-0.2132
1.3818088461903009,1,1.1283
1.772555794073328,1,1.1283
1.8268854647120725,1,1.1283
1.6035440246218169,1,1.1283
1.6543389156881696,1,1.1283
0.9128436377648026,1,1.1283
0.3337355356028153,1,1.1283
1.8140485524744154,1,1.1283
2.0121808217235855,1,1.1283
2.211593382617059,1,1.1283
0.827016373471386,1,1.1283
1.166426368331275,1,1.1283
1.0147182994890818,1,1.1283
1.2662130775132878,1,1.1283
1.5280068561681701,1,1.1283
1.513152022584221,1,1.1283
2.837124870784816,1,1.1283
0.7530305973494711,1,1.1283
0.6423765119025677,1,1.1283
2.1924944231016577,1,1.1283
0.6444188403041994,1,1.1283
1.5762037020776396,1,1.1283
0.2904975043003437,1,1.1283
0.18526587368262837,0,-0.2132
-0.14180649017564434,0,-0.2132
1.641948543697984,0,-0.2132
-0.5167285360917593,0,-0.2132
-0.9848586078790872,0,-0.2132
-0.26113314586375813,1,1.1283
-0.4593957808765774,1,1.1283
0.15481516342455048,1,1.1283
2.868037070021076,1,1.1283
1.5718797077707192,1,1.1283
0.12298589326503193,0,-0.2132
0.46254208869415725,0,-0.2132
3.569088538908051,1,1.1283
1.7872226528013462,1,1.1283
1.9947520268627463,1,1.1283
1.345257696597343,1,1.1283
-0.14079282571040597,1,1.1283
0.8819398961587397,1,1.1283
0.2112916730368697,1,1.1283
0.7180116049574478,1,1.1283
0.058548821572089293,1,1.1283
0.21561059882801925,1,1.1283
1.0696437119758015,1,1.1283
2.6903985513957664,1,1.1283
0.6971516625505173,1,1.1283
2.2133583657482543,1,1.1283
1.1252272180817087,1,1.1283
0.37261995407988424,1,1.1283
0.2099430084557472,1,1.1283
0.11037771479106251,1,1.1283
1.3575639918673919,1,1.1283
1.4816957720746533,1,1.1283
0.48585711667165576,1,1.1283
0.9000098292980256,1,1.1283
1.613614162985416,1,1.1283
1.8647936496891027,1,1.1283
2.2165486617174706,1,1.1283
0.6034886079085479,1,1.1283
1.00357108861014,1,1.1283
1.3134456924192668,1,1.1283
1.5298615676517047,1,1.1283
0.28506474963186856,1,1.1283
2.0605515782950796,1,1.1283
1.33569528348837,1,1.1283
2.4402679230934305,1,1.1283
0.7854032177554094,1,1.1283
0.9710995695027673,1,1.1283
1.3667061260353723,1,1.1283
0.8419933517514114,0,-0.2132
-0.3977260507324224,0,-0.2132
-0.5736130657263485,1,1.1283
0.7350420659820378,1,1.1283
-1.0650872505954314,1,1.1283
0.5971900367435942,1,1.1283
1.1625658336253375,1,1.1283
1.0049812284067832,1,1.1283
-0.4290200118636809,1,1.1283
1.6171080723341138,1,1.1283
1.9550420162919222,1,1.1283
1.9164072475299636,1,1.1283
1.6067344794095422,1,1.1283
0.8936300054224537,1,1.1283
1.3935689623160274,1,1.1283
0.5889824057454789,1,1.1283
0.5987797083856665,1,1.1283
1.5037315719526374,1,1.1283
1.1652437192976801,1,1.1283
-0.03238757176012838,0,-0.2132
-0.7594982890462112,0,-0.2132
-0.06268832823806161,0,-0.2132
0.7643931850871023,0,-0.2132
1.4839975594836234,1,1.1283
2.3151793292248044,1,1.1283
0.8987681417053759,1,1.1283
1.0648877914138997,1,1.1283
0.2426289504132358,0,-0.2132
-0.17454838404104278,0,-0.2132
-0.8893506302755321,0,-0.2132
-0.8546566474957895,0,-0.2132
-0.8701821327081215,0,-0.2132
0.03513961503188334,0,-0.2132
0.9416058342096514,0,-0.2132
1.1027621095926587,0,-0.2132
0.9257506641756159,0,-0.2132
1.8442286167677744,0,-0.2132
-0.08115826591342712,1,1.1283
0.3427520394484133,1,1.1283
0.6273600339001678,1,1.1283
0.029537254070219454,1,1.1283
0.9021000825087061,1,1.1283
1.0203856269591487,0,-0.2132
2.1379010452421934,1,1.1283
2.021958508625798,1,1.1283
1.3559478918126373,1,1.1283
0.541155367002814,1,1.1283
