X,Y
-37.829561196696226,1431.3296488387512
-45.84923737290085,2103.196471700204
-53.36851241553502,2846.7478936753464
-12.034040696861041,146.32370024864693
-25.06781844173871,625.4879699891177
60.067098550322555,3608.361660124303
16.46151576261316,269.5187214435821
96.70865520687443,9355.644669085836
-62.81960224044694,3949.518357360383
-16.27075277765873,261.21919925853786
94.18850705134153,8871.855596005991
-44.37368009849283,1971.4771771702697
86.6904573341904,7512.629300319125
17.927742664570715,319.04750031221573
13.21688174744915,172.47362564675143
-62.22206129257961,3871.18423150103
-42.864693357753936,1835.302953030834
0.43611028767229243,3.0949329597007327
-37.54256844553541,1412.739443243554
69.97775868345445,4893.9891293205255
-80.9064007352207,6546.283911193269
-48.14624937571852,2318.2339084894707
91.3501308783587,8344.384397207286
52.32792993238024,2738.8189580433195
-0.9319969067179699,-0.8535212763404703
38.67854888699341,1499.338293229023
-79.57715064652018,6335.995376592467
-39.09398611649586,1529.0438921491163
-64.73836621470382,4188.82504827735
55.81937382591221,3116.202302508695
91.1065057178765,8300.895210446983
-80.63265694431763,6501.348694933846
-59.62192522580343,3555.1589703899695
0.0020956610430147293,3.2256342209212043
84.49111780382108,7140.732245786208
80.08408261149492,6411.891253889348
-5.7471393844734,32.72210342022939
80.68963604765253,6510.783494831557
-1.0952228866622136,0.4420868771804318
92.72377839544384,8596.639391052366
-67.97473418015161,4619.476687457751
-78.34446526821728,6140.952273522919
79.41688823728214,6309.289564700803
0.23395027763388043,-2.680011311219964
-13.695207375229131,183.9191670056606
89.00292795969392,7917.608266994452
17.124199473765685,293.51091092714165
57.23334110176256,3278.5940060408775
58.010353321567294,3368.998325627482
-58.05674754588988,3366.6240927996123
29.083586194229326,844.8733766266398
94.14437800436386,8865.003671966082
-63.79261728127821,4070.452020673233
97.03095479302274,9412.722820071383
-13.694051569558965,186.82293050748083
78.19737861136414,6117.564319483576
-63.73910681239845,4066.1491986267793
-31.94357440924651,1021.9219573277787
-88.38297856819209,7807.75627227884
-51.18795641923866,2619.3022177818852
-6.291358394540552,43.564019363022055
-20.84038032640055,438.31565001532977
36.04860941757778,1295.6989172351332
-91.36404877845301,8351.230814106499
35.11117320373887,1232.9865908391275
30.43257645457524,923.7411972908207
79.92459084575339,6390.170327248179
2.1147485078406305,0.7633854947550667
88.75283348642753,7876.1140002215825
-47.66349713635785,2274.110470941797
17.980030576324737,320.50714697250703
32.47691188017967,1053.5113981200848
26.860582100651584,718.6160892310679
73.10392544810091,5340.599867181845
-61.92832081832109,3838.301264500243
10.71779124755679,111.35416913462339
-90.11843080648434,8118.807466285736
-38.90371906916323,1511.8607743077998
-40.12789307217528,1609.5968492465731
-35.86314447574654,1283.8098771001398
-48.343239965404905,2339.3344530904506
37.217548587945714,1381.2791353296914
59.51275495042597,3538.00199378868
19.777145260883216,388.87522199231444
29.45773623588883,868.5938647385095
88.3706392414195,7812.28698359147
