y_true,y_pred_ols
4.113166496307149,5.376960022292004
-3.8572192959221834,-5.003595449859708
3.5051376861657766,3.520648549749863
-1.8655636659138348,-3.1898656052075123
2.873724538807318,1.7702025549582112
0.7578095038229817,-0.6463350462628326
-0.718757678351921,-0.3011639062446499
0.1143228868294541,2.0322747032726465
-2.709084777819312,-2.6297598297788536
1.7034433096345012,1.7757464210595788
-2.858388289507592,-2.3764500166647933
4.415066487579959,2.9749310019689936
-4.554737375962639,-3.235475363813204
4.301908425758512,4.637316841285975
-4.4692741113785734,-4.6606230943297176
4.315123226700734,3.5316884261844184
-2.753594365528147,-3.0950537363882447
2.497017611354211,2.407691745666026
-1.0747781171248003,-1.0129075918217196
1.0576814850630325,-0.12978521731567047
0.6759551870118554,0.5153675766684034
-0.259299583411223,-1.1098087279659892
1.5189632098540358,1.5377299838358462
-2.1518811226671253,-1.800082157555555
2.729888360155158,2.131724826774422
-2.4423371244607277,-2.9471907739807492
3.80853280505429,2.9021933551035137
-1.873755487405364,-2.7979214673932695
2.354605982508147,2.516070093574604
-2.566753080496601,-1.5112774304487582
0.5764806399384004,0.9612461843518736
-1.3496555607346803,-0.9617757488523809
1.5819757970533233,0.021659050831042054
2.496975007014466,-0.07308599170127594
-1.2697235751891465,-0.4662830980672027
3.492505263484716,2.970087257134346
-6.022990537684599,-4.192382591249226
4.639691794284304,4.8635556607277355
-7.484084205283442,-6.340233924105696
6.756386352643462,6.290190520469236
-5.721763125657796,-6.129927590086591
7.02980070343418,5.788835107620711
-3.750230201943065,-4.347302701141108
5.206758793448339,3.3586689476548055
-2.397581724155811,-2.3955848476184176
0.6004237420531959,1.1840437428113053
-0.7954041630529896,0.2202681720712419
-1.2021829374412505,-2.0817986179741537
2.391232203192879,2.1982610260265707
-2.477495618593027,-2.6998241435527497
3.898824585227096,3.774133523594352
-3.4735628593527763,-3.811280479457427
3.973079871103091,3.6980596701177126
-2.9482467645283266,-3.5703381827255583
4.693401041301643,2.7029456430047807
-1.2226881032004302,-2.64526869097068
1.6455096273520242,2.1109812553253353
0.6836488156563592,-0.33478017698811613
-1.185896201479169,-1.7329877132543712
1.4092022434029372,2.4271733355649436
-3.5067171706479363,-2.8023927637718424
3.606005405884503,2.9891910841899443
-3.231195923608835,-3.9236452848590537
5.3068267106295846,4.069063026219675
-3.742492037841311,-3.6437276380774373
3.571157310607931,3.9429777851865895
-1.7961477326064217,-3.254820010167068
-0.1395564452943032,1.0695881779597012
0.899120927631238,0.9622411357645926
-2.7426127418486397,-2.750715102670686
2.1883479683121534,3.688605661070625
-1.7502148349282391,-3.689564170312646
3.119098610306919,2.6305165097125203
-2.2712341451164786,-1.6915666903414515
1.024887973420361,2.1182058331181293
-2.061158956162604,-1.5487541218798677
2.1321814567547523,0.2824741065638824
-0.384122954455633,-0.9339724704737041
2.3220782336811254,1.2540812902837526
2.435424286563202,-0.5533253077162034
0.2948073274722876,-0.7046811400300965
1.3740349883422962,1.9711877382942478
-1.5531138519538732,-2.136794299998172
1.7156209319030469,1.0804787604102801
-2.8185788947501917,-1.8392905301994906
1.5396599856759727,2.344196258356438
-1.859396426873047,-2.1893737679301695
1.5049489751104608,1.4479055962671625
-0.9751699838456284,-0.6841833247365696
0.7256059983121779,0.5964694212875903
