t,Y
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,1.1672814670545457
6,-0.008270666468903065
7,1.0080748207713717
8,-0.5970673732610026
9,1.7466944276394252
10,-3.6598336398239004
11,1.4796992087578977
12,-2.619992873533441
13,2.1827653380909338
14,-1.57280961912803
15,1.8526130835836612
16,-0.6618588964088288
17,0.898748981724782
18,0.32175528254708746
19,-1.0882914523541165
20,2.1963471023897245
21,-3.0934816575501616
22,4.526403310506341
23,-6.252860578578538
24,5.4558275462773045
25,-6.031284383132951
26,6.897640293211158
27,-4.171217394285309
28,5.271580078251375
29,-2.5695233704421816
30,-0.38912268650492354
31,0.7019369400129607
32,-4.695016864480768
33,6.819369677550895
34,-8.00338495101221
35,9.99037846103555
36,-7.046815364736136
37,8.25329750088909
38,-6.994928358514478
39,2.8270121873794603
40,-3.4700494442831147
41,-0.34179821904873287
42,2.258997386237649
43,-3.314268376497974
44,5.8062888853831565
45,-5.688000624069314
46,6.843537620831418
47,-7.438122020551013
48,6.693623799295278
49,-5.642507086530687
50,4.878544436565912
51,-2.045302840580777
52,2.000437397022151
53,3.708247875433226
54,-2.502926576324748
55,6.283649742086772
56,-7.195045932459429
57,6.969076891468048
58,-7.250645670853537
59,2.753386185613358
60,-3.2270780285958574
61,-0.13906082639723844
62,1.4974188961555932
63,-1.8194814397667385
64,3.836501167487578
65,-3.209485806101091
66,3.682440552824316
67,-2.813811729103179
68,1.5927361955231385
69,-0.0022301463337688343
70,0.1315191721793859
71,0.5330342671487798
72,-2.072303720092538
73,0.6482394907799871
74,-3.026735643588322
75,1.5366267391283042
76,-4.1692461565495265
77,4.54335715562143
78,-4.23678691780401
79,6.3228012356109105
80,-4.345740077704866
81,3.8615708996313876
82,-4.282265806255511
83,2.1534857640390954
84,-0.4278879026570275
85,-0.24109565489281437
86,1.6788850965943056
87,-0.871384614806682
88,3.193874908198798
89,-2.2633169119570358
90,4.7858231751853495
91,-3.0379285681788604
92,3.510620205617672
93,-2.910850580833069
94,2.5658092969189994
95,-2.9864472639698274
96,1.5899938948896835
97,-1.6160148958939191
98,0.9324291980729721
99,-0.16962698639124127
100,-1.9056182274626956
101,1.6393232323006401
102,-3.1044917571882116
103,3.049059027806254
104,-2.346802176939474
105,3.51366464265484
106,-2.5721928372880347
107,-0.6337047297323593
108,1.5662151983509236
109,-2.2272584981587715
110,4.697883278953222
111,-6.103078331557845
112,6.5549607572163335
113,-7.420762440889057
114,7.608725781561192
115,-7.523666826221883
116,7.718772846824909
117,-5.3986409164072136
118,4.454171743874131
119,-2.9194658724506835
120,1.243982665470627
121,0.4882923622562733
122,-3.3235844639926206
123,4.1824320647483315
124,-5.851992528657274
125,4.911653395924227
126,-6.256372523800453
127,4.399176665850402
128,-4.503315636659521
129,2.915101932089508
130,-1.0419011527846187
131,0.9101829751317155
132,-0.42435596695460753
133,-2.516185141373117
134,1.9708654442730584
135,-1.2534816882772093
136,3.472552225545694
137,-0.4301437350962758
138,0.5445419832298264
139,-1.2406285098362015
140,-0.21337584146510635
141,0.04055848694531267
142,1.5985162411266716
143,-0.6666066216952247
144,0.7231859612745861
145,0.4799488318195426
146,-0.15652755357549758
147,1.538592837764206
148,-0.7937226004302
149,2.9982683791217672
150,-1.7605674772645488
151,2.1755768531700816
152,-4.073772724868025
153,2.3922869315074053
154,-2.7288012598900875
155,3.1597968071235956
156,-0.8384661266448868
157,0.6084819072943418
158,1.036458450396409
159,-2.247275858349506
160,4.2515150342605
161,-4.086851641749159
162,5.490000793250588
163,-5.9924052559838366
164,5.41402047305132
165,-5.361195252070575
166,3.6927300149236864
167,-2.510510574753963
168,1.145184884349399
169,0.29447943033799584
170,-3.622779477767085
171,4.417163871848236
172,-5.08385278895876
173,5.785694111745884
174,-5.689361584647639
175,4.990410280725473
176,-4.048763104671555
177,0.7430618594530585
178,-1.7454067408500111
179,-1.182541525446898
180,0.887545393940081
181,-2.2042518919750393
182,2.022590357010935
183,-2.6973439278034492
184,2.0050026254036992
185,0.6088045550827141
186,1.8821544831088455
187,-0.3679720506473728
188,0.5013635469356387
189,-1.3023694611946457
190,-1.5344813382267137
191,0.7755089881915483
192,-1.4296532105588264
193,3.7355372423220805
194,-2.061662001615159
195,1.0210390606490343
196,-0.8559844843912408
197,-0.41986210925310447
198,2.88709188172616
199,-2.8617121767072327
200,3.14232901904742
201,-4.355919800595671
202,3.1296609397989967
203,-3.4999138259503306
204,0.6996681311315167
205,-1.6767617264331047
206,-2.7750561262110995
207,0.10928821297094915
208,-4.405585280323904
209,3.63810842434763
210,-3.6645752947448194
211,2.652845226429224
212,-4.536734654396213
213,2.2179780701237477
214,-1.5474173914052578
215,2.0354516608772455
216,0.07460943187661323
217,-1.7718203905194638
218,2.3106740683272804
219,-3.0647394452984167
220,2.561588807514492
221,-2.842844950935843
222,2.0625064990923403
223,-1.3600533398601067
224,0.915346635602614
225,-0.08509751319207633
226,-1.6982074471205075
227,1.4746311891375348
228,-2.825446486495346
229,3.2065715530300753
230,-4.202279101907765
231,2.9855928081750474
232,-4.1558110213734185
233,1.976236672637779
234,-2.5135293112591297
235,-2.0615364232743145
236,1.4315936804965959
237,-2.569660234586734
238,6.063713110419167
239,-7.541546434999031
240,7.65968411815571
241,-9.365359570205419
242,8.147213027306337
243,-7.389635511790852
244,6.209659443392636
245,-5.304465298376703
246,3.2695634314696287
247,-0.6923774773811524
248,-0.6424239768313911
249,1.985596940909583
250,-3.2728964541036456
251,6.067429474086039
252,-5.688887707048618
253,4.925253797804963
254,-6.454560759746574
255,4.3334376847468326
256,-4.301397017290787
257,3.425641339381482
258,-1.4056059964446201
259,-0.8044244899018624
260,2.6289756769895027
261,-2.9470298356249813
262,4.363190064403888
263,-4.271113946589955
264,3.494872151718062
265,-3.6366252183746526
266,1.227704282678997
267,-1.7658036323144413
268,0.6656016407776674
269,1.6734401247917323
270,0.03405191581658462
271,2.750000241562348
272,-3.824316948107151
273,2.190404229281346
274,-4.0845237592887225
275,5.368778795780666
276,-2.933698725809495
277,3.526963146686421
278,-3.5447357978329936
279,0.9412724435802992
280,-2.033901438492855
281,0.855905086298682
282,1.4805348675640264
283,-2.6319411628774
284,1.3438353717257905
285,-3.8676672239874783
286,4.8312507317412985
287,-3.626313454838339
288,4.505374687257867
289,-3.2994335644745876
290,1.9842840628542777
291,-0.822938615787745
292,0.12491277833939546
293,2.9256154215380263
294,-4.496286375672092
295,3.246556326456779
296,-4.386590915929663
297,4.177351689911223
298,-2.0052218782459983
299,2.2621916345861264
300,1.4423103076158366
301,-2.082874985194929
302,5.9557801943809
303,-4.438053391149106
304,6.6209970005763
305,-6.459592395691935
306,5.68223502218103
307,-7.498347149625889
308,5.086947525077697
309,-4.952254777989845
310,2.100154935962155
311,-1.3815213095278631
312,0.4452924334536903
313,2.4023276482621205
